,Estimate!!SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),Estimate!!RACE!!Total population,Estimate!!RACE!!Total population!!One race,Estimate!!RACE!!Total population!!Two or more races,Estimate!!RACE!!Total population!!One race!!White,Estimate!!RACE!!Total population!!One race!!Black or African American,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,Estimate!!RACE!!Total population!!One race!!Asian,Estimate!!RACE!!Total population!!One race!!Asian!!Asian Indian,Estimate!!RACE!!Total population!!One race!!Asian!!Chinese,Estimate!!RACE!!Total population!!One race!!Asian!!Filipino,Estimate!!RACE!!Total population!!One race!!Asian!!Japanese,Estimate!!RACE!!Total population!!One race!!Asian!!Korean,Estimate!!RACE!!Total population!!One race!!Asian!!Vietnamese,Estimate!!RACE!!Total population!!One race!!Asian!!Other Asian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Some other race,Estimate!!RACE!!Total population!!Two or more races!!White and Black or African American,Estimate!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,Estimate!!RACE!!Total population!!Two or more races!!White and Asian,Estimate!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population,Estimate!!Race alone or in combination with one or more other races!!Total population!!White,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!Race alone or in combination with one or more other races!!Total population!!Some other race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",Estimate!!Total housing units,"Estimate!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","Estimate!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","Estimate!!CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female",id,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Estimate!!SEX AND AGE!!Total population!!Under 5 years,Estimate!!SEX AND AGE!!Total population!!5 to 9 years,Estimate!!SEX AND AGE!!Total population!!10 to 14 years,Estimate!!SEX AND AGE!!Total population!!15 to 19 years,Estimate!!SEX AND AGE!!Total population!!20 to 24 years,Estimate!!SEX AND AGE!!Total population!!25 to 34 years,Estimate!!SEX AND AGE!!Total population!!35 to 44 years,Estimate!!SEX AND AGE!!Total population!!45 to 54 years,Estimate!!SEX AND AGE!!Total population!!55 to 59 years,Estimate!!SEX AND AGE!!Total population!!60 to 64 years,Estimate!!SEX AND AGE!!Total population!!65 to 74 years,Estimate!!SEX AND AGE!!Total population!!75 to 84 years,Estimate!!SEX AND AGE!!Total population!!85 years and over,Estimate!!SEX AND AGE!!Total population!!Median age (years),Estimate!!SEX AND AGE!!Total population!!Under 18 years,Estimate!!SEX AND AGE!!Total population!!16 years and over,Estimate!!SEX AND AGE!!Total population!!18 years and over,Estimate!!SEX AND AGE!!Total population!!21 years and over,Estimate!!SEX AND AGE!!Total population!!62 years and over,Estimate!!SEX AND AGE!!Total population!!65 years and over,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Male,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Female,Estimate!!SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),Estimate!!SEX AND AGE!!Total population!!65 years and over!!Male,Estimate!!SEX AND AGE!!Total population!!65 years and over!!Female,Geographic Area Name
235,109.5,2677,2657,20,2641,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,0,10,11,9,0,0,2677,2661,11,9,6,0,10,2677,110,66,0,33,11,2567,2541,0,0,6,0,0,20,0,20,1076,2006,980,1026,8600000US48414,2677,1329,1348,98.6,125,145,236,203,159,208,287,452,205,217,327,91,22,44.5,655,2101,2022,1959,566,440,984,1038,94.8,230,210,48414
236,93.9,9353,9258,95,9126,96,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,28,76,6,3,0,9353,9221,182,6,21,0,28,9353,428,410,2,0,16,8925,8732,96,0,5,0,0,92,0,92,4047,7411,3698,3713,8600000US48415,9353,4665,4688,99.5,659,582,393,488,541,1174,899,1227,732,851,1053,582,172,43.8,1939,7654,7414,7143,2246,1807,3701,3713,99.7,875,932,48415
237,95.3,5051,4981,70,4957,8,4,0,4,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,5,22,23,0,0,5051,5025,32,37,7,12,18,5051,132,118,0,0,14,4919,4841,8,4,7,0,0,59,2,57,2045,3605,1786,1819,8600000US48416,5051,2369,2682,88.3,351,379,400,401,300,447,557,686,393,342,474,257,64,39.4,1433,3839,3618,3420,968,795,1793,1825,98.2,388,407,48416
238,87.8,2610,2542,68,2477,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,11,31,0,2610,2545,30,20,31,0,52,2610,168,131,0,2,35,2442,2356,30,9,0,0,5,42,0,42,1078,2095,1017,1078,8600000US48417,2610,1301,1309,99.4,144,108,152,155,170,263,274,440,237,188,292,102,85,46.5,510,2185,2100,2032,574,479,1022,1078,94.8,224,255,48417
239,92.2,3984,3977,7,3911,0,48,2,43,0,0,16,0,0,8,8,0,0,0,0,0,0,0,0,2,0,0,7,0,3984,3918,0,48,23,0,2,3984,76,43,0,13,20,3908,3837,0,48,16,0,0,7,0,7,1594,3031,1516,1515,8600000US48418,3984,2137,1847,115.7,238,236,270,268,233,434,417,592,452,229,428,146,41,43.8,937,3166,3047,2914,746,615,1524,1523,100.1,295,320,48418
240,81.5,2349,2318,31,2299,0,15,5,6,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,4,25,2,0,2349,2330,4,40,6,0,0,2349,39,32,0,0,7,2310,2260,0,15,4,0,0,31,0,31,1589,1832,905,927,8600000US48419,2349,1151,1198,96.1,99,141,183,120,105,233,281,354,172,171,248,203,39,45.3,493,1915,1856,1800,607,490,908,948,95.8,220,270,48419
241,87.9,21607,21059,548,20642,282,26,0,6,0,0,47,15,21,4,0,7,0,0,21,0,21,0,0,41,204,226,32,29,21607,21161,565,331,79,21,48,21607,629,495,73,0,61,20978,20098,282,26,47,0,0,525,0,525,9772,17419,8439,8980,8600000US48420,21607,10615,10992,96.6,1077,993,1163,1269,1273,2594,2577,2702,1975,1576,2558,1380,470,44.5,4083,17994,17524,16968,5226,4408,8507,9017,94.3,2062,2346,48420
242,104.3,6323,6180,143,6076,16,86,0,22,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,53,0,0,6323,6219,67,139,0,0,41,6323,96,67,0,0,29,6227,6023,16,86,0,0,0,102,0,102,2891,5248,2612,2636,8600000US48421,6323,3265,3058,106.8,278,223,289,450,385,551,457,1122,566,666,953,294,89,50.5,1032,5429,5291,5008,1689,1336,2651,2640,100.4,682,654,48421
243,86.2,6640,6481,159,6212,44,45,0,0,0,0,26,0,0,3,10,13,0,0,0,0,0,0,0,154,15,49,23,0,6640,6362,68,133,88,0,187,6640,606,510,39,16,41,6034,5838,20,35,26,0,0,115,0,115,3073,4998,2405,2593,8600000US48422,6640,3357,3283,102.3,340,458,445,624,445,535,894,928,491,398,628,370,84,40.3,1583,5346,5057,4704,1270,1082,2417,2640,91.6,501,581,48422
244,68.9,31796,31053,743,29144,1083,76,0,41,0,7,550,19,323,98,16,32,41,21,23,10,13,0,0,177,324,243,66,60,31796,29818,1476,379,632,39,227,31796,1325,982,154,22,167,30471,28058,1083,64,550,13,32,671,0,671,14810,24810,11694,13116,8600000US48423,31796,15462,16334,94.7,1626,1862,2159,1919,2100,3629,4016,4335,2432,1943,3369,1815,591,41.6,6829,25744,24967,23958,6840,5775,11793,13174,89.5,2355,3420,48423
245,79.5,958,953,5,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,958,958,1,3,0,0,1,958,70,70,0,0,0,888,884,0,0,0,0,0,4,0,4,486,729,368,361,8600000US48426,958,514,444,115.8,71,42,46,42,89,109,85,135,60,69,124,62,24,44.4,192,773,766,754,234,210,401,365,109.9,93,117,48426
246,88.0,2673,2645,28,2589,5,16,0,5,0,0,6,2,0,4,0,0,0,0,0,0,0,0,0,29,0,26,2,0,2673,2617,5,42,8,0,29,2673,108,100,0,0,8,2565,2510,5,16,6,0,0,28,0,28,1694,2096,985,1111,8600000US48427,2673,1307,1366,95.7,171,145,126,127,87,311,242,373,211,188,348,229,115,49.5,539,2187,2134,2081,801,692,1013,1121,90.4,324,368,48427
247,74.5,5066,5018,48,4978,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,8,17,0,5066,5026,13,23,23,0,41,5066,102,73,0,0,29,4964,4917,0,9,0,0,0,38,0,38,2011,4066,2005,2061,8600000US48428,5066,2581,2485,103.9,126,336,298,364,297,564,535,950,356,465,509,219,47,45.2,993,4232,4073,3906,1003,775,2009,2064,97.3,331,444,48428
248,57.5,8847,8593,254,8468,0,50,5,29,12,0,37,0,0,0,0,37,0,0,0,0,0,0,0,38,74,149,0,0,8847,8722,74,199,37,18,51,8847,190,122,21,0,47,8657,8329,0,50,37,0,0,241,0,241,4296,7223,3377,3846,8600000US48429,8847,4223,4624,91.3,388,405,444,570,473,836,941,1490,786,770,1019,441,284,47.5,1615,7477,7232,6852,2275,1744,3377,3855,87.6,637,1107,48429
