,postal_code,ctr,Estimate!!SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),Estimate!!RACE!!Total population,Estimate!!RACE!!Total population!!Two or more races,Estimate!!RACE!!Total population!!One race!!Black or African American,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,Estimate!!RACE!!Total population!!One race!!Asian,Estimate!!RACE!!Total population!!One race!!Asian!!Chinese,Estimate!!RACE!!Total population!!One race!!Asian!!Filipino,Estimate!!RACE!!Total population!!One race!!Asian!!Japanese,Estimate!!RACE!!Total population!!One race!!Asian!!Korean,Estimate!!RACE!!Total population!!One race!!Asian!!Vietnamese,Estimate!!RACE!!Total population!!One race!!Asian!!Other Asian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Some other race,Estimate!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,Estimate!!RACE!!Total population!!Two or more races!!White and Asian,Estimate!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Estimate!!SEX AND AGE!!Total population!!15 to 19 years,Estimate!!SEX AND AGE!!Total population!!20 to 24 years,Estimate!!SEX AND AGE!!Total population!!Median age (years)
494,48877.0,0.0013285263114515167,89.0,2346.0,40.0,3.0,6.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5,163.0,123.0,44.9
495,48878.0,0.0006303795294510894,61.8,1478.0,27.0,6.0,97.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,100.0,4.0,1.0,0.0,4.0,0.0,0.0,88.3,128.0,55.0,42.7
496,48879.0,0.0008233086473349679,81.9,17959.0,295.0,125.0,42.0,0.0,0.0,0.0,76.0,8.0,10.0,0.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,52.0,8.0,4.0,118.0,0.0,33.0,12.0,20.0,0.0,4.0,99.4,1164.0,865.0,40.7
497,48880.0,0.0005402543432927565,85.4,9867.0,361.0,1927.0,62.0,0.0,0.0,0.0,55.0,13.0,9.0,4.0,19.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,43.0,46.0,3.0,26.0,187.0,18.0,24.0,18.0,71.0,7.0,41.0,198.0,442.0,973.0,37.1
498,48881.0,0.0003630205710968417,114.8,5874.0,104.0,11.0,14.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,38.0,5.0,0.0,54.0,0.0,5.0,0.0,12.0,0.0,0.0,101.0,263.0,250.0,44.3
499,48883.0,0.0013642787884141504,83.4,6913.0,184.0,38.0,56.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,109.0,27.0,0.0,174.0,0.0,7.0,0.0,104.0,0.0,10.0,99.7,405.0,342.0,41.3
500,48884.0,0.00044411225029723257,74.9,4629.0,30.0,17.0,3.0,0.0,0.0,0.0,10.0,4.0,0.0,2.0,1.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,17.0,23.0,0.0,0.0,26.0,4.0,0.0,0.0,10.0,6.0,2.0,104.5,339.0,274.0,42.5
501,48885.0,0.0007739966792408568,140.5,833.0,24.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,115.8,19.0,18.0,48.8
502,48886.0,0.0013886210471544533,103.9,1912.0,15.0,47.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,132.9,140.0,109.0,47.5
503,48888.0,0.00165393631931647,72.0,5978.0,38.0,36.0,5.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,17.0,0.0,22.0,0.0,33.0,6.0,8.0,0.0,0.0,106.2,343.0,324.0,40.7
504,48889.0,0.0005839587177308722,100.7,1327.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,103.2,84.0,40.0,46.8
505,48890.0,0.0002480434689259983,112.8,2129.0,44.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,15.0,15.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,104.1,150.0,96.0,42.4
506,48891.0,0.0007851605654940125,93.5,2750.0,40.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,20.0,2.0,7.0,0.0,6.0,0.0,6.0,92.8,135.0,151.0,47.6
507,48892.0,0.0022024788773238454,92.8,4662.0,109.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,20.0,97.0,0.0,0.0,4.0,0.0,0.0,0.0,105.7,171.0,342.0,37.5
508,48893.0,0.0013956390791641095,113.2,5429.0,64.0,6.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,109.8,278.0,213.0,40.9
509,48894.0,0.0011613051200041126,86.0,1893.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.2,121.0,94.0,35.6
510,48895.0,0.0016213582968397967,95.3,11418.0,209.0,88.0,9.0,9.0,0.0,0.0,96.0,59.0,0.0,24.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,44.0,49.0,0.0,53.0,0.0,0.0,19.0,64.0,1.0,34.0,96.6,608.0,593.0,44.8
511,48896.0,0.0005139588458262814,66.7,392.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7,18.0,21.0,25.9
512,48897.0,0.0007916930978180351,100.9,1448.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,92.6,170.0,79.0,40.7
513,48901.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,48906.0,0.0014524626194800442,79.6,26086.0,2501.0,3786.0,137.0,0.0,0.0,0.0,498.0,63.0,6.0,21.0,4.0,97.0,224.0,0.0,0.0,0.0,0.0,0.0,831.0,377.0,175.0,176.0,763.0,15.0,321.0,250.0,457.0,0.0,30.0,105.6,1459.0,1767.0,35.8
515,48908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,48909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,48910.0,0.0013447439337642502,69.9,35288.0,2533.0,5994.0,249.0,25.0,0.0,0.0,1201.0,387.0,37.0,0.0,100.0,56.0,339.0,0.0,0.0,0.0,0.0,0.0,708.0,336.0,111.0,196.0,1030.0,29.0,156.0,127.0,342.0,59.0,4.0,87.4,1443.0,4435.0,31.9
518,48911.0,0.001586176199316263,69.7,40041.0,3117.0,11108.0,142.0,0.0,0.0,0.0,2186.0,41.0,37.0,15.0,160.0,806.0,982.0,23.0,0.0,0.0,23.0,0.0,1103.0,198.0,649.0,242.0,789.0,184.0,240.0,502.0,427.0,33.0,0.0,85.8,2702.0,3114.0,34.8
519,48912.0,0.0013182066887639388,75.3,17697.0,1621.0,2798.0,90.0,0.0,0.0,17.0,519.0,301.0,0.0,42.0,58.0,51.0,41.0,30.0,0.0,0.0,30.0,0.0,380.0,444.0,99.0,62.0,781.0,48.0,82.0,89.0,202.0,98.0,20.0,104.5,856.0,2178.0,31.4
520,48915.0,0.00048121722722397177,101.0,10661.0,1405.0,3185.0,43.0,0.0,0.0,0.0,386.0,0.0,5.0,42.0,39.0,65.0,211.0,0.0,0.0,0.0,0.0,0.0,572.0,236.0,129.0,185.0,548.0,13.0,123.0,154.0,350.0,4.0,0.0,90.5,753.0,1117.0,30.2
521,48917.0,0.001349407615858968,75.0,32264.0,1159.0,4543.0,154.0,0.0,0.0,0.0,1806.0,135.0,0.0,0.0,111.0,191.0,448.0,12.0,0.0,0.0,12.0,0.0,968.0,142.0,188.0,37.0,444.0,32.0,80.0,489.0,474.0,58.0,0.0,90.2,1965.0,2513.0,40.7
522,48933.0,0.0004835211028554839,73.1,2311.0,138.0,376.0,44.0,0.0,0.0,0.0,37.0,16.0,0.0,0.0,7.0,0.0,14.0,11.0,11.0,0.0,0.0,0.0,158.0,51.0,6.0,2.0,148.0,11.0,15.0,65.0,58.0,5.0,0.0,133.4,35.0,519.0,33.4
523,49001.0,0.0011396187667992363,71.0,21070.0,1113.0,4803.0,23.0,0.0,0.0,0.0,177.0,29.0,18.0,0.0,49.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,176.0,139.0,64.0,39.0,236.0,0.0,135.0,198.0,275.0,0.0,53.0,101.5,1485.0,1650.0,33.8
524,49002.0,0.0006614529474522058,78.8,21226.0,805.0,1004.0,137.0,0.0,0.0,8.0,608.0,155.0,27.0,0.0,79.0,148.0,38.0,0.0,0.0,0.0,0.0,0.0,70.0,77.0,139.0,0.0,340.0,61.0,167.0,0.0,260.0,0.0,0.0,98.4,1113.0,1985.0,35.6
525,49003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,49004.0,0.0011555358623422695,62.3,16374.0,586.0,1983.0,48.0,4.0,0.0,0.0,356.0,4.0,32.0,0.0,37.0,23.0,237.0,0.0,0.0,0.0,0.0,0.0,82.0,71.0,50.0,78.0,216.0,0.0,47.0,12.0,248.0,33.0,0.0,92.4,892.0,1018.0,37.9
527,49006.0,0.0013650340571965118,62.8,29109.0,1940.0,4147.0,77.0,0.0,0.0,0.0,1182.0,298.0,208.0,72.0,83.0,40.0,61.0,12.0,12.0,0.0,0.0,0.0,200.0,157.0,314.0,15.0,290.0,37.0,81.0,55.0,398.0,77.0,174.0,99.1,3808.0,10878.0,22.6
528,49007.0,0.0018719180490842295,118.8,10463.0,1021.0,4545.0,0.0,0.0,0.0,0.0,202.0,58.0,18.0,32.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,55.0,132.0,274.0,389.0,0.0,76.0,0.0,35.0,37.0,20.0,103.3,745.0,2060.0,27.7
529,49008.0,0.00126797121128143,62.1,16719.0,875.0,1484.0,61.0,4.0,0.0,0.0,551.0,102.0,25.0,79.0,48.0,21.0,113.0,0.0,0.0,0.0,0.0,0.0,157.0,104.0,227.0,76.0,294.0,0.0,12.0,32.0,86.0,20.0,10.0,94.7,1506.0,2583.0,30.2
530,49009.0,0.001213139284220254,78.8,45263.0,1690.0,3405.0,101.0,0.0,0.0,0.0,1671.0,444.0,168.0,44.0,206.0,15.0,249.0,20.0,0.0,0.0,13.0,7.0,176.0,339.0,264.0,31.0,545.0,55.0,109.0,13.0,364.0,50.0,0.0,88.5,2392.0,4973.0,37.0
531,49010.0,0.0008776013356812267,92.1,17603.0,279.0,708.0,69.0,0.0,0.0,0.0,167.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,140.0,41.0,0.0,220.0,11.0,155.0,0.0,107.0,4.0,0.0,114.0,1115.0,1354.0,39.7
532,49011.0,0.0012029072674156678,64.1,2246.0,22.0,34.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,30.0,0.0,0.0,0.0,6.0,0.0,0.0,85.9,184.0,102.0,39.8
533,49012.0,0.0006926393669108839,68.5,3218.0,82.0,24.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,25.0,0.0,39.0,0.0,0.0,0.0,24.0,0.0,0.0,95.6,171.0,196.0,44.8
534,49013.0,0.000873810039256046,84.8,5596.0,527.0,301.0,15.0,0.0,0.0,0.0,41.0,22.0,7.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,200.0,25.0,8.0,266.0,0.0,20.0,29.0,12.0,8.0,5.0,103.0,539.0,385.0,37.1
535,49014.0,0.0017765565479225724,98.4,21590.0,748.0,1833.0,269.0,31.0,0.0,0.0,449.0,0.0,113.0,15.0,79.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,25.0,124.0,255.0,0.0,413.0,0.0,52.0,56.0,264.0,0.0,0.0,102.6,1264.0,1320.0,41.4
536,49015.0,0.0012902952775382137,79.7,26950.0,1111.0,1857.0,331.0,63.0,23.0,0.0,1515.0,175.0,145.0,228.0,118.0,52.0,643.0,20.0,20.0,0.0,0.0,0.0,218.0,160.0,355.0,32.0,523.0,20.0,189.0,0.0,125.0,0.0,0.0,95.0,1843.0,1345.0,38.7
537,49017.0,0.0008711636069907824,69.3,21793.0,1294.0,2294.0,115.0,41.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,84.0,22.0,86.0,432.0,25.0,84.0,0.0,362.0,19.0,160.0,88.0,1548.0,1198.0,42.9
538,49020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,49021.0,0.0013946944302688656,86.8,6265.0,186.0,23.0,27.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,61.0,17.0,0.0,106.0,0.0,0.0,0.0,10.0,0.0,0.0,104.0,477.0,340.0,42.8
540,49022.0,0.001274080570361029,72.5,31170.0,959.0,16193.0,58.0,0.0,0.0,0.0,126.0,8.0,12.0,9.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,681.0,198.0,47.0,55.0,345.0,25.0,110.0,20.0,283.0,49.0,14.0,92.3,1940.0,1984.0,36.8
541,49023.0,0.001041120116398927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,49024.0,0.001466384308144355,75.3,28710.0,987.0,1489.0,117.0,6.0,0.0,0.0,920.0,216.0,42.0,28.0,49.0,32.0,129.0,0.0,0.0,0.0,0.0,0.0,129.0,114.0,258.0,90.0,388.0,0.0,104.0,14.0,191.0,69.0,0.0,92.2,2067.0,1773.0,38.4
543,49026.0,0.0008010818916450668,64.2,2301.0,74.0,209.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,30.0,0.0,0.0,0.0,11.0,0.0,0.0,108.4,146.0,103.0,42.9
544,49027.0,0.0,121.4,112.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,148.9,11.0,1.0,57.0
545,49028.0,0.001049697163551417,76.8,6435.0,100.0,41.0,13.0,0.0,0.0,0.0,34.0,0.0,0.0,17.0,6.0,0.0,5.0,17.0,17.0,0.0,0.0,0.0,322.0,15.0,50.0,0.0,28.0,17.0,15.0,0.0,5.0,0.0,0.0,101.2,566.0,321.0,38.9
546,49029.0,0.0020154361648577457,98.0,1528.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,83.0,43.0,81.0,42.0
547,49030.0,0.0015912444678296519,73.1,2441.0,53.0,26.0,0.0,0.0,0.0,0.0,17.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,45.0,4.0,0.0,45.0,0.0,5.0,0.0,5.0,0.0,0.0,100.7,188.0,55.0,34.7
548,49031.0,0.0010687400430463895,105.6,7346.0,326.0,893.0,44.0,3.0,0.0,0.0,59.0,5.0,8.0,0.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,35.0,120.0,2.0,0.0,0.0,37.0,0.0,2.0,98.8,721.0,424.0,48.4
549,49032.0,0.0006859853013306388,64.4,3257.0,97.0,84.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,43.0,4.0,3.0,50.0,0.0,16.0,0.0,11.0,7.0,0.0,107.6,291.0,161.0,41.4
550,49033.0,0.0002452216807129844,111.5,1596.0,14.0,63.0,11.0,0.0,0.0,0.0,22.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,86.4,75.0,81.0,48.7
551,49034.0,0.0016713475219275195,83.1,2744.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,5.0,0.0,29.0,0.0,0.0,0.0,0.0,4.0,0.0,102.5,124.0,148.0,43.7
552,49036.0,0.0010547556906666852,91.9,23612.0,484.0,933.0,145.0,8.0,0.0,0.0,202.0,29.0,23.0,44.0,0.0,68.0,31.0,0.0,0.0,0.0,0.0,0.0,147.0,182.0,126.0,0.0,365.0,13.0,51.0,32.0,62.0,4.0,33.0,111.7,1240.0,1254.0,42.2
553,49037.0,0.0012003168024692127,67.1,20715.0,1338.0,5384.0,54.0,12.0,0.0,0.0,875.0,14.0,75.0,6.0,28.0,0.0,752.0,0.0,0.0,0.0,0.0,0.0,153.0,176.0,73.0,84.0,379.0,4.0,218.0,66.0,239.0,44.0,24.0,103.8,1156.0,1933.0,35.1
554,49038.0,0.0014336073662974298,81.8,9411.0,402.0,140.0,4.0,0.0,0.0,0.0,39.0,0.0,5.0,0.0,0.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,31.0,221.0,62.0,0.0,228.0,12.0,51.0,0.0,9.0,0.0,0.0,98.9,718.0,491.0,43.2
555,49040.0,0.0011992180077967372,101.9,3246.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,104.7,198.0,174.0,43.1
556,49041.0,0.00016498927569707966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,49042.0,0.0015614167490081187,77.4,4733.0,220.0,18.0,2.0,1.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,115.0,7.0,0.0,158.0,0.0,14.0,0.0,0.0,0.0,4.0,104.5,278.0,218.0,44.1
558,49043.0,0.0005274491026575376,106.6,2088.0,142.0,551.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,20.0,33.0,0.0,0.0,20.0,60.0,0.0,0.0,88.4,165.0,96.0,42.8
559,49045.0,0.0014402980985008457,86.9,5279.0,301.0,149.0,285.0,1.0,0.0,6.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,83.0,13.0,13.0,383.0,0.0,0.0,19.0,22.0,0.0,0.0,102.3,423.0,210.0,42.5
560,49046.0,0.0010608012061199643,100.0,7900.0,148.0,13.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,97.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,32.0,0.0,107.5,469.0,383.0,46.3
561,49047.0,0.0010523375613822861,80.4,14693.0,672.0,1079.0,494.0,0.0,0.0,0.0,74.0,22.0,8.0,0.0,15.0,10.0,19.0,21.0,21.0,0.0,0.0,0.0,532.0,211.0,55.0,103.0,840.0,21.0,149.0,9.0,41.0,65.0,0.0,100.9,1090.0,802.0,41.9
562,49048.0,0.0009928040501918619,81.9,25120.0,1676.0,5115.0,70.0,0.0,0.0,0.0,400.0,48.0,176.0,11.0,0.0,15.0,32.0,27.0,0.0,27.0,0.0,0.0,327.0,217.0,71.0,33.0,517.0,45.0,60.0,5.0,183.0,99.0,9.0,97.6,1657.0,2446.0,35.1
563,49050.0,0.0006806947037659655,131.3,1759.0,56.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,21.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,48.0,0.0,111.7,62.0,71.0,45.2
564,49051.0,0.001549413542777962,80.0,2683.0,77.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,90.7,148.0,319.0,40.2
565,49052.0,0.0020957695416112237,72.1,939.0,16.0,4.0,37.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,52.0,0.0,0.0,0.0,3.0,0.0,1.0,79.9,54.0,54.0,42.4
566,49053.0,0.0013718089835289395,69.4,7473.0,225.0,219.0,5.0,0.0,0.0,0.0,73.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,87.0,34.0,0.0,92.0,0.0,0.0,0.0,121.0,0.0,1.0,89.0,498.0,486.0,38.2
567,49055.0,0.0011438809222173393,82.3,6329.0,278.0,76.0,31.0,7.0,0.0,0.0,13.0,4.0,6.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,38.0,71.0,0.0,0.0,122.0,27.0,0.0,16.0,0.0,0.0,0.0,104.0,416.0,298.0,44.5
568,49056.0,0.0005736759036127413,123.3,3509.0,154.0,84.0,172.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,86.0,0.0,0.0,258.0,0.0,3.0,0.0,0.0,0.0,7.0,112.0,322.0,279.0,43.7
569,49057.0,0.0010679114609252896,79.3,6545.0,357.0,39.0,116.0,0.0,0.0,0.0,66.0,16.0,0.0,6.0,0.0,0.0,0.0,14.0,9.0,0.0,5.0,0.0,860.0,70.0,0.0,0.0,238.0,21.0,41.0,0.0,124.0,19.0,5.0,100.5,388.0,470.0,34.6
570,49058.0,0.0007981686377295469,74.3,19067.0,224.0,38.0,109.0,0.0,0.0,0.0,232.0,124.0,45.0,11.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,108.0,90.0,19.0,0.0,221.0,0.0,24.0,8.0,90.0,0.0,0.0,96.2,1119.0,1416.0,41.0
571,49060.0,0.0010730027309569094,107.8,1709.0,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,0.0,0.0,95.5,117.0,36.0,46.7
572,49061.0,0.001459520582917922,112.6,1641.0,28.0,24.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,39.0,0.0,0.0,5.0,0.0,0.0,0.0,120.6,101.0,90.0,48.0
573,49064.0,0.001260790868575477,117.5,3817.0,107.0,24.0,8.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,50.0,0.0,0.0,72.0,14.0,12.0,0.0,66.0,0.0,0.0,115.0,255.0,257.0,41.5
