,postal_code,ctr,Estimate!!SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),Estimate!!RACE!!Total population,Estimate!!RACE!!Total population!!Two or more races,Estimate!!RACE!!Total population!!One race!!Black or African American,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,Estimate!!RACE!!Total population!!One race!!Asian,Estimate!!RACE!!Total population!!One race!!Asian!!Chinese,Estimate!!RACE!!Total population!!One race!!Asian!!Filipino,Estimate!!RACE!!Total population!!One race!!Asian!!Japanese,Estimate!!RACE!!Total population!!One race!!Asian!!Korean,Estimate!!RACE!!Total population!!One race!!Asian!!Vietnamese,Estimate!!RACE!!Total population!!One race!!Asian!!Other Asian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Some other race,Estimate!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,Estimate!!RACE!!Total population!!Two or more races!!White and Asian,Estimate!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Estimate!!SEX AND AGE!!Total population!!15 to 19 years,Estimate!!SEX AND AGE!!Total population!!20 to 24 years,Estimate!!SEX AND AGE!!Total population!!Median age (years)
238,48363.0,0.0007960617312611065,96.9,6408.0,89.0,4.0,0.0,0.0,0.0,0.0,493.0,161.0,11.0,0.0,6.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,57.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,103.7,610.0,401.0,40.9
239,48367.0,0.001786050735867427,81.5,4683.0,79.0,39.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,30.0,109.4,285.0,312.0,47.2
240,48370.0,0.000483184876023159,64.0,1913.0,0.0,18.0,0.0,0.0,0.0,0.0,37.0,10.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,97.8,207.0,113.0,42.3
241,48371.0,0.0008725512234659234,93.9,24737.0,458.0,75.0,31.0,0.0,0.0,0.0,483.0,152.0,185.0,9.0,24.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,152.0,72.0,170.0,0.0,152.0,12.0,97.0,21.0,212.0,37.0,10.0,99.9,1749.0,1367.0,40.3
242,48374.0,0.0006521554556509349,94.8,15987.0,276.0,690.0,39.0,0.0,0.0,0.0,4097.0,1472.0,150.0,548.0,441.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,223.0,0.0,52.0,20.0,35.0,14.0,57.0,0.0,20.0,100.1,1497.0,737.0,38.0
243,48375.0,0.0010268703527692145,71.6,22827.0,620.0,1807.0,83.0,0.0,0.0,0.0,5811.0,1053.0,211.0,887.0,309.0,123.0,199.0,30.0,30.0,0.0,0.0,0.0,339.0,58.0,400.0,0.0,141.0,30.0,0.0,0.0,223.0,72.0,0.0,100.0,1449.0,1480.0,38.7
244,48376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,48377.0,0.0007703312578747312,63.6,16549.0,367.0,2053.0,106.0,13.0,0.0,0.0,3418.0,694.0,87.0,836.0,223.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,174.0,63.0,147.0,18.0,187.0,0.0,0.0,0.0,223.0,0.0,0.0,92.1,609.0,638.0,37.1
246,48380.0,0.0009428081541740304,96.5,7573.0,82.0,71.0,14.0,0.0,0.0,0.0,43.0,7.0,0.0,5.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,58.0,0.0,22.0,0.0,23.0,0.0,18.0,0.0,0.0,105.9,564.0,324.0,48.2
247,48381.0,0.0008402950286727712,82.3,13384.0,205.0,157.0,76.0,0.0,0.0,0.0,190.0,64.0,13.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,101.0,18.0,0.0,177.0,0.0,0.0,19.0,44.0,0.0,32.0,86.9,881.0,682.0,46.7
248,48382.0,0.0007400827963324563,89.9,23507.0,624.0,428.0,58.0,0.0,9.0,0.0,566.0,116.0,41.0,63.0,36.0,46.0,85.0,0.0,0.0,0.0,0.0,0.0,53.0,190.0,220.0,0.0,248.0,38.0,96.0,35.0,74.0,29.0,60.0,96.7,1885.0,1147.0,42.3
249,48383.0,0.0010837456762662833,94.1,13490.0,128.0,103.0,13.0,0.0,0.0,0.0,72.0,36.0,0.0,0.0,11.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,62.0,21.0,0.0,75.0,0.0,51.0,0.0,55.0,0.0,0.0,105.5,1025.0,906.0,40.2
250,48386.0,0.0016654670562291191,93.5,17827.0,228.0,173.0,38.0,0.0,0.0,0.0,217.0,65.0,102.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,40.0,131.0,0.0,78.0,0.0,68.0,14.0,86.0,20.0,19.0,105.7,1138.0,984.0,44.9
251,48390.0,0.000985484500074884,58.1,23818.0,529.0,974.0,79.0,5.0,0.0,0.0,1064.0,147.0,55.0,302.0,250.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,149.0,105.0,164.0,0.0,287.0,0.0,77.0,0.0,449.0,30.0,21.0,97.1,1540.0,1035.0,42.6
252,48393.0,0.000736607934050144,72.4,16760.0,346.0,2556.0,44.0,16.0,0.0,0.0,1145.0,71.0,22.0,133.0,33.0,120.0,256.0,0.0,0.0,0.0,0.0,0.0,154.0,35.0,10.0,39.0,146.0,147.0,35.0,0.0,89.0,3.0,0.0,93.0,948.0,1087.0,36.0
253,48397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,48401.0,0.0014495283016762556,103.9,1510.0,7.0,9.0,14.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,21.0,0.0,0.0,12.0,0.0,0.0,0.0,113.0,79.0,103.0,48.4
255,48411.0,0.0005974403503473273,90.5,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3,49.0,0.0,52.8
256,48412.0,0.0008330806068165038,133.3,5036.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,119.1,309.0,228.0,47.8
257,48413.0,0.0007214164294301972,73.0,7202.0,108.0,27.0,14.0,0.0,0.0,0.0,97.0,0.0,64.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,6.0,0.0,43.0,0.0,34.0,22.0,0.0,4.0,0.0,95.3,386.0,310.0,44.7
258,48414.0,0.00022527659902346468,109.5,2677.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,9.0,0.0,0.0,33.0,11.0,0.0,0.0,98.6,203.0,159.0,44.5
259,48415.0,0.0012543982704854024,93.9,9353.0,95.0,96.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,3.0,0.0,6.0,0.0,2.0,0.0,16.0,0.0,0.0,99.5,488.0,541.0,43.8
260,48416.0,0.0006511879023766294,95.3,5051.0,70.0,8.0,4.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,37.0,12.0,0.0,0.0,14.0,0.0,2.0,88.3,401.0,300.0,39.4
261,48417.0,0.0007714752968866058,87.8,2610.0,68.0,30.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,11.0,31.0,0.0,20.0,0.0,0.0,2.0,35.0,5.0,0.0,99.4,155.0,170.0,46.5
262,48418.0,0.0022077907507203095,92.2,3984.0,7.0,0.0,48.0,2.0,0.0,0.0,16.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,48.0,0.0,0.0,13.0,20.0,0.0,0.0,115.7,268.0,233.0,43.8
263,48419.0,0.0020473940110294965,81.5,2349.0,31.0,0.0,15.0,5.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,40.0,0.0,0.0,0.0,7.0,0.0,0.0,96.1,120.0,105.0,45.3
264,48420.0,0.001282031530621728,87.9,21607.0,548.0,282.0,26.0,0.0,0.0,0.0,47.0,21.0,4.0,0.0,7.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,41.0,226.0,32.0,29.0,331.0,21.0,73.0,0.0,61.0,0.0,0.0,96.6,1269.0,1273.0,44.5
265,48421.0,0.0006760900118560994,104.3,6323.0,143.0,16.0,86.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,53.0,0.0,0.0,139.0,0.0,0.0,0.0,29.0,0.0,0.0,106.8,450.0,385.0,50.5
266,48422.0,0.0005761698723327993,86.2,6640.0,159.0,44.0,45.0,0.0,0.0,0.0,26.0,0.0,3.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,49.0,23.0,0.0,133.0,0.0,39.0,16.0,41.0,0.0,0.0,102.3,624.0,445.0,40.3
267,48423.0,0.0011127096590784048,68.9,31796.0,743.0,1083.0,76.0,0.0,0.0,7.0,550.0,323.0,98.0,16.0,32.0,41.0,21.0,23.0,10.0,13.0,0.0,0.0,177.0,243.0,66.0,60.0,379.0,39.0,154.0,22.0,167.0,32.0,0.0,94.7,1919.0,2100.0,41.6
268,48426.0,9.867757431517761e-05,79.5,958.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,115.8,42.0,89.0,44.4
269,48427.0,0.0014669055297542267,88.0,2673.0,28.0,5.0,16.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,26.0,2.0,0.0,42.0,0.0,0.0,0.0,8.0,0.0,0.0,95.7,127.0,87.0,49.5
270,48428.0,0.0008381240677054786,74.5,5066.0,48.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,8.0,17.0,0.0,23.0,0.0,0.0,0.0,29.0,0.0,0.0,103.9,364.0,297.0,45.2
271,48429.0,0.0008394033609986028,57.5,8847.0,254.0,0.0,50.0,5.0,12.0,0.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,149.0,0.0,0.0,199.0,18.0,21.0,0.0,47.0,0.0,0.0,91.3,570.0,473.0,47.5
272,48430.0,0.0012928401940885774,82.7,36926.0,900.0,375.0,75.0,0.0,0.0,0.0,155.0,65.0,0.0,18.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,559.0,85.0,0.0,642.0,19.0,87.0,31.0,180.0,0.0,12.0,100.5,2354.0,1787.0,42.7
273,48432.0,0.001475178890945923,123.2,672.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9,38.0,25.0,46.1
274,48433.0,0.0009120863185992498,75.5,25396.0,539.0,1233.0,65.0,7.0,0.0,0.0,257.0,10.0,73.0,0.0,75.0,0.0,45.0,26.0,0.0,26.0,0.0,0.0,157.0,86.0,180.0,74.0,240.0,26.0,11.0,72.0,65.0,137.0,15.0,95.1,1593.0,1322.0,45.7
275,48434.0,0.0005896226415094339,90.9,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1,0.0,1.0,57.5
276,48435.0,0.00029351903688048413,133.1,2150.0,8.0,65.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,96.9,133.0,129.0,41.3
277,48436.0,0.0006812125428271382,105.2,3779.0,25.0,29.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,123.7,307.0,225.0,42.6
278,48437.0,0.0017382956314254026,54.8,666.0,48.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7,61.0,56.0,43.6
279,48438.0,0.0004951783613928294,83.8,6956.0,16.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,110.0,0.0,93.1,761.0,382.0,43.5
280,48439.0,0.0019458577000630041,81.7,48659.0,966.0,4940.0,52.0,12.0,0.0,0.0,1779.0,426.0,145.0,43.0,78.0,135.0,18.0,21.0,0.0,21.0,0.0,0.0,90.0,118.0,172.0,0.0,222.0,39.0,319.0,86.0,107.0,26.0,109.0,93.0,3211.0,2533.0,41.3
281,48440.0,0.00034632034632034665,0.0,252.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2,25.0,2.0,35.6
282,48441.0,0.0008654487964850663,91.3,4008.0,74.0,25.0,21.0,0.0,0.0,0.0,28.0,3.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,0.0,33.0,10.0,0.0,0.0,18.0,0.0,0.0,104.9,278.0,184.0,47.7
283,48442.0,0.0010151796098431727,80.4,20839.0,361.0,519.0,54.0,14.0,0.0,0.0,181.0,29.0,16.0,0.0,21.0,13.0,23.0,24.0,24.0,0.0,0.0,0.0,93.0,106.0,53.0,1.0,178.0,35.0,79.0,13.0,160.0,0.0,19.0,92.9,1177.0,925.0,43.1
284,48444.0,0.0012642520270611357,102.2,9869.0,150.0,30.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,99.0,0.0,0.0,163.0,0.0,141.0,0.0,64.0,10.0,11.0,97.5,738.0,816.0,36.4
285,48445.0,0.00029270869620179606,82.6,1277.0,46.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,100.0,38.0,40.4
286,48446.0,0.0007560898458149988,74.1,31008.0,605.0,925.0,84.0,25.0,0.0,0.0,235.0,15.0,182.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0,11.0,117.0,175.0,166.0,0.0,287.0,83.0,102.0,0.0,89.0,0.0,11.0,105.3,2111.0,1586.0,44.3
287,48449.0,0.0005917690329590664,86.2,2928.0,71.0,52.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,102.8,200.0,116.0,43.9
288,48450.0,0.000881984552318236,89.0,4575.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,14.0,0.0,0.0,92.6,232.0,139.0,57.0
289,48451.0,0.0007762897661263217,87.4,14190.0,290.0,170.0,47.0,0.0,0.0,0.0,90.0,0.0,10.0,21.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,49.0,52.0,0.0,96.0,17.0,0.0,0.0,35.0,0.0,0.0,97.5,915.0,542.0,43.0
290,48453.0,0.00037750613440228504,91.7,5239.0,55.0,52.0,10.0,0.0,0.0,0.0,34.0,28.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,12.0,3.0,0.0,22.0,2.0,7.0,14.0,22.0,0.0,5.0,93.5,356.0,323.0,36.1
291,48454.0,0.00028660519657713597,123.5,1168.0,11.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,0.0,0.0,0.0,110.8,85.0,62.0,46.1
292,48455.0,0.0010062510186870475,101.7,8142.0,87.0,17.0,18.0,0.0,0.0,0.0,185.0,0.0,18.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,71.0,0.0,0.0,8.0,29.0,0.0,10.0,104.0,494.0,453.0,48.8
293,48456.0,0.0009259805965408545,119.2,698.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.7,55.0,37.0,49.8
294,48457.0,0.0012534531942945608,106.8,8140.0,121.0,140.0,36.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,69.0,0.0,0.0,108.0,0.0,0.0,0.0,13.0,6.0,0.0,105.6,353.0,392.0,45.4
295,48458.0,0.001149964016352741,65.1,18586.0,781.0,4159.0,140.0,0.0,26.0,0.0,72.0,14.0,19.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,236.0,61.0,221.0,623.0,46.0,55.0,0.0,70.0,12.0,0.0,84.6,1094.0,1719.0,39.1
296,48460.0,0.0010416538403435292,92.9,2289.0,45.0,79.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,98.5,155.0,139.0,42.2
297,48461.0,0.0008314873567882444,102.3,8039.0,111.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,81.0,8.0,0.0,93.0,0.0,0.0,0.0,30.0,0.0,0.0,96.3,506.0,534.0,38.1
298,48462.0,0.0014204013804927846,96.6,13958.0,228.0,109.0,4.0,3.0,0.0,0.0,118.0,31.0,0.0,0.0,16.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,51.0,25.0,9.0,0.0,29.0,0.0,28.0,0.0,83.0,0.0,0.0,106.3,939.0,792.0,43.8
299,48463.0,0.001182606417776009,117.0,4483.0,61.0,3.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,12.0,0.0,23.0,0.0,4.0,0.0,5.0,0.0,0.0,94.8,325.0,236.0,47.9
300,48464.0,0.0013531531710579577,56.0,2172.0,75.0,4.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,64.0,4.0,5.0,0.0,1.0,0.0,7.0,98.9,111.0,68.0,45.3
301,48465.0,0.0010482047529248406,81.0,616.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,8.0,0.0,0.0,115.4,36.0,15.0,45.4
302,48466.0,0.001480871766673116,118.8,1463.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,98.8,110.0,48.0,45.2
303,48467.0,0.0011959190981862264,86.9,2212.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,9.0,0.0,15.0,0.0,8.0,4.0,0.0,107.1,127.0,125.0,58.0
304,48468.0,0.0019186463039589615,123.3,1048.0,31.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,36.0,0.0,9.0,0.0,0.0,0.0,0.0,107.5,33.0,34.0,62.1
305,48469.0,0.002518627631284008,71.3,1292.0,24.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,5.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,87.8,61.0,34.0,57.6
306,48470.0,4.890693011199685e-05,84.2,801.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,107.5,30.0,42.0,44.9
307,48471.0,0.0012588137600584356,68.1,5224.0,118.0,75.0,32.0,0.0,0.0,0.0,44.0,27.0,15.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,15.0,58.0,15.0,2.0,116.0,3.0,0.0,0.0,18.0,8.0,0.0,101.9,244.0,348.0,45.0
308,48472.0,0.001595212071996233,85.3,1761.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,100.6,108.0,72.0,42.3
309,48473.0,0.0006870696001404127,82.8,22060.0,452.0,882.0,0.0,0.0,0.0,0.0,53.0,13.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,67.0,51.0,33.0,0.0,51.0,6.0,12.0,47.0,71.0,28.0,0.0,92.0,1463.0,860.0,42.8
310,48475.0,0.0009595454226939523,78.5,2533.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,13.0,0.0,0.0,95.9,154.0,173.0,46.6
311,48476.0,0.0015060240963855422,103.1,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,7.0,43.0,45.1
312,48502.0,0.0023738789220164266,52.9,1147.0,15.0,508.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,299.7,155.0,290.0,28.8
313,48503.0,0.001107562008315385,72.1,25903.0,1367.0,12446.0,22.0,0.0,0.0,0.0,191.0,60.0,15.0,0.0,25.0,0.0,26.0,6.0,0.0,0.0,0.0,6.0,135.0,207.0,54.0,154.0,444.0,6.0,26.0,0.0,158.0,91.0,0.0,86.8,1728.0,2113.0,36.7
314,48504.0,0.0013928009588311803,77.6,27361.0,1169.0,18158.0,267.0,0.0,0.0,0.0,37.0,0.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,171.0,50.0,57.0,282.0,702.0,88.0,79.0,39.0,261.0,24.0,0.0,93.9,2146.0,2300.0,35.4
315,48505.0,0.0020404593374543376,71.0,20696.0,1206.0,16392.0,32.0,25.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,44.0,78.0,11.0,111.0,369.0,50.0,86.0,27.0,10.0,9.0,19.0,89.6,1709.0,1603.0,36.4
316,48506.0,0.001067456849176816,77.0,29238.0,1527.0,3123.0,458.0,0.0,0.0,0.0,51.0,10.0,0.0,0.0,41.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,381.0,309.0,119.0,94.0,888.0,13.0,193.0,20.0,225.0,13.0,5.0,101.8,1669.0,2114.0,37.4
317,48507.0,0.0011151310802024258,75.5,30996.0,647.0,8580.0,59.0,0.0,0.0,0.0,192.0,75.0,16.0,0.0,26.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,107.0,191.0,62.0,0.0,274.0,19.0,39.0,0.0,0.0,29.0,0.0,92.9,2077.0,2504.0,38.1
